Time frequency,Stock or flow,External trade indicator,Geopolitical entity (partner),"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (reporting),Time,value
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2026-02,-40.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2026-03,-36.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2026-04,68.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2026-05,84.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2026-06,83.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2023-01,103.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2023-02,145.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2023-03,57.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2023-04,37.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2023-05,124.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2023-06,103.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2023-07,39.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2023-08,75.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2023-09,113.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2023-10,79.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2023-11,0.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2023-12,67.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2024-01,24.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2024-02,2.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2024-03,63.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2024-04,-29.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2024-05,-34.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2024-06,-20.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2024-07,-25.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2024-08,-6.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2024-09,30.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2024-10,6.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2024-11,5.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2024-12,-37.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2025-01,-83.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2025-02,-68.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2025-03,-134.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2025-04,-107.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2025-05,-95.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2025-06,-70.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2025-07,-75.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2025-08,-72.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2025-09,-83.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2025-10,-61.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2025-11,-60.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2025-12,-10.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2026-01,-65.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2026-02,-50.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2026-03,-47.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2026-04,55.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2026-05,73.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Food and live animals,European Union - 27 countries (from 2020),2026-06,63.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2023-01,10.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2023-02,8.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2023-03,10.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2023-04,11.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2023-05,12.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2023-06,14.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2023-07,11.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2023-08,15.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2023-09,14.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2023-10,13.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2023-11,15.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2023-12,11.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2024-01,8.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2024-02,4.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2024-03,12.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2024-04,7.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2024-05,7.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2024-06,9.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2024-07,12.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2024-08,8.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2024-09,10.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2024-10,14.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2024-11,13.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2024-12,9.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Beverages and tobacco,European Union - 27 countries (from 2020),2025-01,9.5
