Time frequency,Unit of measure,Stock or flow,Products and final uses,"Products, adjustments and value added",Geopolitical entity (reporting),Time,value,country
Annual,Million euro,Total,Repair and installation services of machinery and equipment,Total,Austria,2020,4488.58,AT
Annual,Million euro,Total,Repair and installation services of machinery and equipment,Total,Austria,2021,5312.99,AT
Annual,Million euro,Total,Repair and installation services of machinery and equipment,Total,Austria,2022,5729.25,AT
Annual,Million euro,Total,"Electricity, gas, steam and air conditioning",Total,Austria,2020,24957.94,AT
Annual,Million euro,Total,"Electricity, gas, steam and air conditioning",Total,Austria,2021,28437.34,AT
Annual,Million euro,Total,"Electricity, gas, steam and air conditioning",Total,Austria,2022,59841.96,AT
Annual,Million euro,Total,Natural water; water treatment and supply services,Total,Austria,2020,425.9,AT
Annual,Million euro,Total,Natural water; water treatment and supply services,Total,Austria,2021,439.9,AT
Annual,Million euro,Total,Natural water; water treatment and supply services,Total,Austria,2022,474.61,AT
Annual,Million euro,Total,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",Total,Austria,2020,4408.36,AT
Annual,Million euro,Total,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",Total,Austria,2021,5205.02,AT
Annual,Million euro,Total,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",Total,Austria,2022,5587.8,AT
Annual,Million euro,Total,Constructions and construction works,Total,Austria,2020,37075.77,AT
Annual,Million euro,Total,Constructions and construction works,Total,Austria,2021,41952.74,AT
Annual,Million euro,Total,Constructions and construction works,Total,Austria,2022,47625.19,AT
Annual,Million euro,Total,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Total,Austria,2020,5056.56,AT
Annual,Million euro,Total,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Total,Austria,2021,5436.49,AT
Annual,Million euro,Total,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Total,Austria,2022,5717.29,AT
Annual,Million euro,Total,"Wholesale trade services, except of motor vehicles and motorcycles",Total,Austria,2020,14835.19,AT
Annual,Million euro,Total,"Wholesale trade services, except of motor vehicles and motorcycles",Total,Austria,2021,16200.15,AT
Annual,Million euro,Total,"Wholesale trade services, except of motor vehicles and motorcycles",Total,Austria,2022,18730.53,AT
Annual,Million euro,Total,"Retail trade services, except of motor vehicles and motorcycles",Total,Austria,2020,9114.92,AT
Annual,Million euro,Total,"Retail trade services, except of motor vehicles and motorcycles",Total,Austria,2021,10181.02,AT
Annual,Million euro,Total,"Retail trade services, except of motor vehicles and motorcycles",Total,Austria,2022,11118.75,AT
Annual,Million euro,Total,Land transport services and transport services via pipelines,Total,Austria,2020,6992.42,AT
Annual,Million euro,Total,Land transport services and transport services via pipelines,Total,Austria,2021,8106.42,AT
Annual,Million euro,Total,Land transport services and transport services via pipelines,Total,Austria,2022,9482.31,AT
Annual,Million euro,Total,Water transport services,Total,Austria,2020,55.15,AT
Annual,Million euro,Total,Water transport services,Total,Austria,2021,57.94,AT
Annual,Million euro,Total,Water transport services,Total,Austria,2022,79.43,AT
Annual,Million euro,Total,Air transport services,Total,Austria,2020,1841.49,AT
Annual,Million euro,Total,Air transport services,Total,Austria,2021,1904.09,AT
Annual,Million euro,Total,Air transport services,Total,Austria,2022,3044.61,AT
Annual,Million euro,Total,Warehousing and support services for transportation,Total,Austria,2020,4510.37,AT
Annual,Million euro,Total,Warehousing and support services for transportation,Total,Austria,2021,4453.71,AT
Annual,Million euro,Total,Warehousing and support services for transportation,Total,Austria,2022,5565.05,AT
Annual,Million euro,Total,Postal and courier services,Total,Austria,2020,1849.9,AT
Annual,Million euro,Total,Postal and courier services,Total,Austria,2021,2117.31,AT
Annual,Million euro,Total,Postal and courier services,Total,Austria,2022,2235.54,AT
Annual,Million euro,Total,Accommodation and food services,Total,Austria,2020,8550.16,AT
Annual,Million euro,Total,Accommodation and food services,Total,Austria,2021,9177.74,AT
Annual,Million euro,Total,Accommodation and food services,Total,Austria,2022,13525.11,AT
Annual,Million euro,Total,Publishing services,Total,Austria,2020,1864.45,AT
Annual,Million euro,Total,Publishing services,Total,Austria,2021,2066.29,AT
Annual,Million euro,Total,Publishing services,Total,Austria,2022,2269.05,AT
Annual,Million euro,Total,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Total,Austria,2020,1541.16,AT
Annual,Million euro,Total,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Total,Austria,2021,1880.23,AT
Annual,Million euro,Total,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Total,Austria,2022,1952.52,AT
Annual,Million euro,Total,Telecommunications services,Total,Austria,2020,3288.42,AT
Annual,Million euro,Total,Telecommunications services,Total,Austria,2021,3191.22,AT
Annual,Million euro,Total,Telecommunications services,Total,Austria,2022,3238.85,AT
Annual,Million euro,Total,"Computer programming, consultancy and related services; Information services",Total,Austria,2020,11467.99,AT
Annual,Million euro,Total,"Computer programming, consultancy and related services; Information services",Total,Austria,2021,10801.17,AT
Annual,Million euro,Total,"Computer programming, consultancy and related services; Information services",Total,Austria,2022,12277.51,AT
Annual,Million euro,Total,"Financial services, except insurance and pension funding",Total,Austria,2020,5882.72,AT
Annual,Million euro,Total,"Financial services, except insurance and pension funding",Total,Austria,2021,6234.15,AT
Annual,Million euro,Total,"Financial services, except insurance and pension funding",Total,Austria,2022,6575.58,AT
Annual,Million euro,Total,"Insurance, reinsurance and pension funding services, except compulsory social security",Total,Austria,2020,3291.52,AT
Annual,Million euro,Total,"Insurance, reinsurance and pension funding services, except compulsory social security",Total,Austria,2021,3419.96,AT
Annual,Million euro,Total,"Insurance, reinsurance and pension funding services, except compulsory social security",Total,Austria,2022,3804.67,AT
Annual,Million euro,Total,Services auxiliary to financial services and insurance services,Total,Austria,2020,2550.16,AT
Annual,Million euro,Total,Services auxiliary to financial services and insurance services,Total,Austria,2021,2635.17,AT
Annual,Million euro,Total,Services auxiliary to financial services and insurance services,Total,Austria,2022,2905.19,AT
Annual,Million euro,Total,Imputed rents of owner-occupied dwellings,Total,Austria,2020,5969.01,AT
Annual,Million euro,Total,Imputed rents of owner-occupied dwellings,Total,Austria,2021,6327.82,AT
Annual,Million euro,Total,Imputed rents of owner-occupied dwellings,Total,Austria,2022,7066.56,AT
Annual,Million euro,Total,Real estate services excluding imputed rents,Total,Austria,2020,12247.52,AT
Annual,Million euro,Total,Real estate services excluding imputed rents,Total,Austria,2021,14112.96,AT
Annual,Million euro,Total,Real estate services excluding imputed rents,Total,Austria,2022,15167.29,AT
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,Total,Austria,2020,9676.76,AT
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,Total,Austria,2021,10324.67,AT
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,Total,Austria,2022,12414.09,AT
Annual,Million euro,Total,Architectural and engineering services; technical testing and analysis services,Total,Austria,2020,5034.57,AT
Annual,Million euro,Total,Architectural and engineering services; technical testing and analysis services,Total,Austria,2021,4791.19,AT
Annual,Million euro,Total,Architectural and engineering services; technical testing and analysis services,Total,Austria,2022,5299.17,AT
Annual,Million euro,Total,Scientific research and development services,Total,Austria,2020,3232.67,AT
Annual,Million euro,Total,Scientific research and development services,Total,Austria,2021,3619.33,AT
Annual,Million euro,Total,Scientific research and development services,Total,Austria,2022,4281.99,AT
Annual,Million euro,Total,Advertising and market research services,Total,Austria,2020,3856.47,AT
Annual,Million euro,Total,Advertising and market research services,Total,Austria,2021,4061.14,AT
Annual,Million euro,Total,Advertising and market research services,Total,Austria,2022,4591.09,AT
Annual,Million euro,Total,"Other professional, scientific and technical services and veterinary services",Total,Austria,2020,1154.47,AT
Annual,Million euro,Total,"Other professional, scientific and technical services and veterinary services",Total,Austria,2021,1266.85,AT
Annual,Million euro,Total,"Other professional, scientific and technical services and veterinary services",Total,Austria,2022,1344.89,AT
Annual,Million euro,Total,Rental and leasing services,Total,Austria,2020,2609.29,AT
Annual,Million euro,Total,Rental and leasing services,Total,Austria,2021,3260.6,AT
Annual,Million euro,Total,Rental and leasing services,Total,Austria,2022,4018.79,AT
Annual,Million euro,Total,Employment services,Total,Austria,2020,865.53,AT
Annual,Million euro,Total,Employment services,Total,Austria,2021,764.67,AT
Annual,Million euro,Total,Employment services,Total,Austria,2022,925.09,AT
Annual,Million euro,Total,"Travel agency, tour operator and other reservation services and related services",Total,Austria,2020,706.0,AT
Annual,Million euro,Total,"Travel agency, tour operator and other reservation services and related services",Total,Austria,2021,1090.03,AT
Annual,Million euro,Total,"Travel agency, tour operator and other reservation services and related services",Total,Austria,2022,2010.44,AT
Annual,Million euro,Total,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Total,Austria,2020,3437.72,AT
Annual,Million euro,Total,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Total,Austria,2021,4142.02,AT
Annual,Million euro,Total,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Total,Austria,2022,4978.35,AT
Annual,Million euro,Total,Public administration and defence services; compulsory social security services,Total,Austria,2020,7658.46,AT
Annual,Million euro,Total,Public administration and defence services; compulsory social security services,Total,Austria,2021,10160.61,AT
Annual,Million euro,Total,Public administration and defence services; compulsory social security services,Total,Austria,2022,10778.38,AT
Annual,Million euro,Total,Education services,Total,Austria,2020,2745.37,AT
Annual,Million euro,Total,Education services,Total,Austria,2021,3201.77,AT
Annual,Million euro,Total,Education services,Total,Austria,2022,3884.77,AT
